,phrase,intents
3061,tell me if it ll be snowy in coastal landscape park on october 2 2027,GetWeather
3062,book a reservation at a restaurant with me matilda and deana,BookRestaurant
3063,find me the river of love saga,SearchCreativeWork
3064,book a table for nine at canteen lunch in the alley at midnight,BookRestaurant
3065,play some grunge,PlayMusic
3066,find a brunch time cinema nearest with the president is coming,SearchScreeningEvent
3067,i d like a table for three at black rapids roadhouse on february 24th 2039,BookRestaurant
3068,rate the compleat housewife saga zero of 6,RateBook
3069,book me a top-rated pub,BookRestaurant
3070,find a photograph called the dickinsonian,SearchCreativeWork
3071,rate beaver towers five out of 6 stars,RateBook
3072,add track by fleetwood mac to lakeisha s playlist todo novedades,AddToPlaylist
3073,add the artist p d q bach to the te quiero playlist,AddToPlaylist
3074,find whosoever shall offend at showcase cinemas,SearchScreeningEvent
3075,find the closest cinema for films,SearchScreeningEvent
3076,what time are movies showing around here,SearchScreeningEvent
3077,rate this chronicle 0 stars,RateBook
3078,is it cold in brian head,GetWeather
3079,find the movie schedule for arclight hollywood,SearchScreeningEvent
3080,add autry inman to my hanging out and relaxing playlist,AddToPlaylist
3081,what s the forecast for wendell,GetWeather
3082,find italy has awakened at a goodrich quality theaters,SearchScreeningEvent
3083,find a book called environment and behavior,SearchCreativeWork
3084,put this tune onto the signed xoxo playlist,AddToPlaylist
3085,add this tune to the heavy gamer playlist,AddToPlaylist
3086,book for one in indiana at a restaurant,BookRestaurant
3087,play me some folklore music,PlayMusic
3088,find a highly rated brasserie restaurant in liberia and book a table for 5,BookRestaurant
3089,book me a table at the goof for a party of eight in the state of nv,BookRestaurant
3090,what is the weather forecast for july 20 2020 in dachigam-nationalpark,GetWeather
3091,what is the weather in gipsy-gordon wildland park,GetWeather
3092,rate the current saga a 4,RateBook
3093,how will the weather be five weeks from now in moneta,GetWeather
3094,i want food in zaleski,GetWeather
3095,add warning device to my mac n cheese playlist,AddToPlaylist
3096,what are the weather conditions in patagonia south africa,GetWeather
3097,rate this book 0 of 6 points,RateBook
3098,add artist to my playlist i love my 80 s rollerdisco,AddToPlaylist
3099,please get me the aion show,SearchCreativeWork
3100,which films are playing in the neighbourhood,SearchScreeningEvent
3101,can you search miracle in the rain,SearchCreativeWork
3102,add defined by struggle to chillin on a dirt road to my playlist,AddToPlaylist
3103,i want to read the book the lion sleeps tonight,SearchCreativeWork
3104,book a table near bienville for pioneer day,BookRestaurant
3105,is the weather hot in miller house nv,GetWeather
3106,add tune to my the southern highway chronicles playlist,AddToPlaylist
3107,what is the weather like within walking distance of the bothwell lodge state historic site,GetWeather
3108,play some ven a mi,PlayMusic
3109,find a novel called industry,SearchCreativeWork
3110,book a spot for marlene jordan and i on oct the 6th,BookRestaurant
3111,book a table for 6 in new hampshire for next week,BookRestaurant
3112,where is the nearest cinema that has southside 1-1000,SearchScreeningEvent
3113,what s the weather forecast for winnfield georgia,GetWeather
3114,what theater is playing haunted honeymoon,SearchScreeningEvent
3115,add this track to my comedy new releases,AddToPlaylist
3116,weather for six am in sc,GetWeather
3117,let me hear the top album by the artist skin,PlayMusic
3118,book a highly rated restaurant,BookRestaurant
3119,i want to hear some freestyle music,PlayMusic
3120,movie times at consolidated theatres,SearchScreeningEvent
3121,i d like to watch movies at kb theatres,SearchScreeningEvent
3122,rate the republic of thieves chronicle three out of 6 points,RateBook
3123,add go to the metalsucks playlist,AddToPlaylist
3124,book a table for ten in pollock pa,BookRestaurant
3125,i want to make a reservation for one at a sushi restaurant in brucetown,BookRestaurant
3126,give five star to the second angel series,RateBook
3127,let me get the forecast in allardt canada,GetWeather
3128,what s the weather going to be like in mi on august twenty-eighth 2033,GetWeather
3129,tell me if it will rain on 4/19/2030 in angola,GetWeather
3130,add marianne faithfull to june s hillary clinton s women s history month playlist,AddToPlaylist
3131,play 1952 yusef lateef on netflix,PlayMusic
3132,is it warm in albania at noon,GetWeather
3133,i d like a table for my teenager and i at the washington d c jewish community center,BookRestaurant
3134,what s the weather like in groesbeck,GetWeather
3135,rate this album a 3,RateBook
3136,book a table at the vortex bar & grill on alaska day in the state of rhode island,BookRestaurant
3137,rate the current album a four,RateBook
3138,add this album to my us latin top 50 palylist,AddToPlaylist
3139,find animated movies around here,SearchScreeningEvent
3140,add novedades pop to my all out of luck list,AddToPlaylist
3141,play music using last fm,PlayMusic
3142,find a reservation for a party of six in tuvalu,BookRestaurant
3143,find the picture their finest hour,SearchCreativeWork
3144,what is the movie schedule 1 second from now,SearchScreeningEvent
3145,play the playlist feel good dinner,PlayMusic
3146,tell me the weather forecast faraway from tx,GetWeather
3147,at 0 am what will the weather be here,GetWeather
3148,add the album to my sleep playlist,AddToPlaylist
3149,show movie schedules with movies in the neighborhood,SearchScreeningEvent
3150,show me the tv show have a nice day,SearchCreativeWork
3151,find the book time and again,SearchCreativeWork
3152,add ronnie james dio tune to women of electronic selection,AddToPlaylist
3153,play solange 2016 album,PlayMusic
3154,when is beneath the harvest sky playing,SearchScreeningEvent
3155,play the top five songs by isaac hayes,PlayMusic
3156,add la woman to my soul lounge playlist,AddToPlaylist
3157,play me a popular ronnie wood soundtrack,PlayMusic
3158,book a cafe for one in the cocos islands,BookRestaurant
3159,play annet artani soundtrack on slacker,PlayMusic
3160,reserve in bermuda a food court near jan and i,BookRestaurant
3161,play a symphony from the thirties,PlayMusic
3162,i give 3 of 6 stars for the current textbook,RateBook
3163,is a master of craft playing at wanda group,SearchScreeningEvent
3164,how humid is it in paducah,GetWeather
3165,move el viaje de copperpot into my emily dickinson playlist,AddToPlaylist
3166,give me the movie times for fox theatres,SearchScreeningEvent
3167,find movie times,SearchScreeningEvent
3168,can i get the showtimes for the closest movie theatre that has the newest films,SearchScreeningEvent
3169,use itunes to play music,PlayMusic
3170,this novel should get zero points for how intrepid it is,RateBook
3171,make me a reservation in cedarburg at 0 pm,BookRestaurant
3172,rate the next book 0 of 6,RateBook
3173,book me a reservation nearby my neighborhood,BookRestaurant
3174,what time is mon amour: shesher kobita revisited playing,SearchScreeningEvent
3175,play chant from the nineties with last fm,PlayMusic
3176,i want hear some junior murvin off of youtube,PlayMusic
3177,is it cold in pw,GetWeather
3178,add igor talkow to my women of k-pop list,AddToPlaylist
3179,find a novel called under blackpool lights,SearchCreativeWork
3180,add metal church to my playlist named stress relief,AddToPlaylist
3181,play me the saga the party’s over,SearchCreativeWork
3182,i give the alchemyst: the secrets of the immortal nicholas flamel 2 out of 6 stars,RateBook
3183,play some music from 1985 by rolf harris,PlayMusic
3184,add animal stories to maryanne s by per yngve ohlin,AddToPlaylist
3185,nancy elma ruiz and molly want to eat at a restaurant in gibraltar,BookRestaurant
3186,play donald rubinstein on pandora,PlayMusic
3187,what is the pennsylvania forecast for three forks for midnight,GetWeather
3188,what s the weather forecast for tomorrow around sankertown,GetWeather
3189,i want to give the book heart and soul three stars,RateBook
3190,add another song to my this is status quo playlist,AddToPlaylist
3191,please search a new machine tv series,SearchCreativeWork
3192,can you get me the maldeamores saga,SearchCreativeWork
3193,find a video game called no parking on the dance floor,SearchCreativeWork
3194,i give the spirit of st louis a 1,RateBook
3195,can you find me the schooltool picture,SearchCreativeWork
3196,add the album by cham to my cloud rap playlist,AddToPlaylist
3197,play the song jingle bells,PlayMusic
3198,play me a song by saki nakajima,PlayMusic
3199,book a brasserie with internet fascility for 5 in a year in oklahoma,BookRestaurant
3200,i d like to see the novel an inquiry into the good,SearchCreativeWork
3201,check the weather for faroe islands,GetWeather
3202,what will the weather be here 14 minutes from now within walking distance,GetWeather
3203,find movies around here,SearchScreeningEvent
3204,when is beyond my reach scheduled at the nearest cinema,SearchScreeningEvent
3205,is blood is not fresh water playing at this movie theatre at 2 am,SearchScreeningEvent
3206,i want to give three days before the shooting one out of 6 stars,RateBook
3207,play me a song by avispa music from 1965,PlayMusic
3208,show me the movie schedule for caribbean cinemas,SearchScreeningEvent
3209,play andrew lloyd webber s good tune on zvooq,PlayMusic
3210,find the transformers: generations video game,SearchCreativeWork
3211,weather for south williamsport,GetWeather
3212,will it be stormy in charleston,GetWeather
3213,show me bâton rouge,SearchCreativeWork
3214,start up my independent music monday playlist,PlayMusic
3215,book a bar which serves chicken french at robinson,BookRestaurant
3216,how will snowfall be here in 2/21/2022,GetWeather
3217,reserve a table for two at a restaurant which serves creole around here in myanmar,BookRestaurant
3218,i d like to see movie times at santikos theatres,SearchScreeningEvent
3219,when and where can i watch national priority,SearchScreeningEvent
3220,add ilse delange to my journey playlist,AddToPlaylist
3221,give two out of 6 stars saga called the big question,RateBook
3222,is the forecast colder in idaho 1 second from now,GetWeather
3223,what is the nearest movie house playing black scorpion,SearchScreeningEvent
3224,i wish to listen to some fifties music,PlayMusic
3225,add a rating of 0 out of 6 stars to the lady of the aroostook,RateBook
3226,add angela au to the playlist radar latino,AddToPlaylist
3227,show me the movie schedules for santikos theatres,SearchScreeningEvent
3228,add heat of the night to my novedades viernes sudamérica playlist,AddToPlaylist
3229,add children of telepathic experiences to the playlist named baladas románticas,AddToPlaylist
3230,give 5 out of 6 to this album,RateBook
3231,add artist my laundry playlist,AddToPlaylist
3232,add new metal tracks in my tune,AddToPlaylist
